name,artist,lyric
Lucky You,Eminem,"Whoa, Joyner, Joyner, yeah, yeah, yeah
Yeah, I done did a lot of things in my day, I admit it
I don't take back what I say, if I said it then I meant it
All my life I want a Grammy but I'll prolly never get it
I ain't never had no trophy or no motherfuckin' ribbon
Fuck the system, I'm that people, bend the law, cut the rules
I'm about to risk it all, I ain't got too much to lose
Y'all been eatin' long enough, it's my turn to cut the food
Pass the plate! Where my drink? This my day, lucky you
Fuck you too, woah!
Y'all gotta move, y'all gotta move, y'all gotta move
Give me some room, give me some room, give me the juice
Hop out the coupe, hop out the coupe, hop out and shoot
Y'all gotta move, y'all gotta move, give me the juice
Back on my bullshit, my back to the wall
Turn my back on you all and you finished
Back to these bullets, it's back to the job
Pull my MAC out and all of you runnin'
Back on my hood shit, it's back to the pushin'
These packs and I'm actually pumpin'
Can't fuck with you rappers, you practically suckin'
You mighta went platinum but that don't mean nothin'
I'm actually buzzin' this time
Straight out the kitchen, I told them the oven is mine
I do not fuck with you guys
If I don't kill you, just know you gon' suffer this time
I ain't no gangster but I got some bangers
Some chains and some blades and a couple of knives
Choppers and jammies, a partridge, a pear tree
My twelve days of Christmas was nothin' but lies
I, run at you hard like a sumo (sumo)
They say I talk like a chulo (chulo)
I live in Mars, I'm not Bruno
Bitch I'm a dog, call me Cujo
You play your cards, I reverse on you all
And I might just draw four like a Uno
Cállate boca mejor maricón little puto, and all of you culo
They debated the level, I've been to ghetto to ghetto
Looking for something I prolly could never find now
Shit get real up until the beef die down
In truth a people just really want me tied down
I've been alone and I never needed nobody
Just only me and my shotty, I'll tell these people to lie down
Keep all the money, I never wanted the lifestyle
I just pray to God that my son'll be alright now
I said ain't no love for the other side
Or anyone who ever want smoke (Joyner)
When I die I'm goin' out as the underdog who never lost hope (yeah)
You in the wrong cab down the wrong path
people wrong way, wrong road
Snakes in the grass, tryna slither fast
I just bought a fuckin' lawn mower
I done said a lotta things in my day, I admit it
This is payback in a way, I regret it that I did it
I done won a couple Grammys, but I sold my soul to get 'em
Wasn't in it for the trophies, just the fuckin' recognition
Fuck's the difference?
I'm that cracker, bend the law, fuck the rules
Man I used to risk it all, now I got too much to lose
I been eatin' long enough, man my stomach should be full
I just ate, lick the plate, my buffet, lucky me
Fuck you think? (Woo!)
I got a couple of mansions
Still I don't have any manners
You got a couple of ghostwriters
But to these kids, it don't actually matter
They're askin' me ""What the fuck happened to hip-hop?""
I said ""I don't have any answers""
'Cause I took an L when I dropped my last album
It hurt me like hell but I'm back on these rappers
And actually coming from humble beginnings
I'm somewhat uncomfortable winning
I wish I could say ""What a wonderful feeling!""
We're on the upswing like we're punchin' the ceiling
But nothin' is feeling like anyone has any fuckin' ability
To even stick to a subject, it's killin' me, the inability to pin humility
Hatata batata, why don't we make a bunch of fuckin'
Songs about nothin' and mumble!
And fuck it, I'm goin' for the jugular
Shit is a circus, you clowns that are comin' up
Don't give an ounce of a motherfuck
About the ones that were here before you that made rap, let's recap
Way back, MC's that wreak havoc on tape decks
ADATs, where the G Raps and Kanes at?
We need 3 Stacks ASAP, and bring Masta Ace back
Because half of these rappers have brain damage
All the lean rappin', face tats, syruped out like tree sap
I don't hate trap, and I don't wanna seem mad
But in fact, where the old me at? The same cat that would take that
Feedback and aim back, I need that
But I think it's inevitable
They know what button to press or what lever to pull
To get me the snap though (lil' bitch)
And if I pay it attention I'm probably makin' it bigger
But you've been takin' the dicks
In the fuckin' back, ho (get it?)
On the brink, any minute
Got me thinkin' of finishin' everything
With acetaminophen and reapin' the benefits
I'm asleep at the wheel again
As I peak into thinkin' about an evil intent
Of another beat, I'ma kill again
'Cause even if I gotta end up eatin' a pill again
Even ketamine or methamphetamine
With the minithin, it better be at least 70 to 300 milligram
And I might as well 'cause I'ma end up bein' a villain again
Levels to this shit I got an elevator
You could never say to me I'm not a fuckin' record breaker
I sound like a broken record every time I break a record
Nobody could ever take away the legacy I made, I never cater
Motherfucker now I got a right to be this way
I got spite inside my DNA
But I wrote 'til the wheels fall off, I'm workin' tirelessly, ayy
It's the moment y'all been waitin' for
Like California wishin' rain would pour
And that drought y'all have been prayin' for
My downfall from the 8 Mile to the Southpaw
Still the same Marshall that outlaw
That they say as a writer might've fell off
I'm back on that bull like the cowboy
So y'all gotta move (yeah), y'all gotta move (yeah), y'all gotta move
Give me some room, give me some room, give me the juice
Hop out the coupe, hop out the coupe, how 'bout I shoot?
Y'all gotta move, y'all gotta move, give me the juice"
My Name Is,Eminem,"Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
What?
My name is
Chika-chika
Slim Shady
Hi!
My name is
What?
Excuse me
Can I have the attention of the class
For one second
Hi kids!
Do you like violence?
Wanna see me stick Nine inch Nails, through each one of my eyelids?
Wanna copy me and do exactly like I did?
Try acid and get fucked up worse that my life is?
My brain's dead weight, I'm tryin' to get my head straight
But I can't figure out which Spice Girl I want to impregnate
And Dr. Dre said
""Slim Shady you a base-head!""
Uh-uh!
""So why's your face red? Man you wasted!""
Well since age twelve, I've felt like I'm someone else
'Cause I hung my original self from the top bunk with a belt
Got pissed off and ripped Pamela Lee's tits off
And smacked her so hard I knocked her clothes backwards like Kris Kross
I smoke a fat pound of grass and fall on my ass, faster than a fat bitch
Who sat down too fast
Come here, slut!
""Shady, wait a minute, that's my girl, dawg!""
I don't give a fuck, God sent me to piss the world off!
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
What?
My name is
Chika-chika
Slim Shady
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
What?
My name is
Chika-chika
Slim Shady
My English teacher wanted to flunk me in Junior High
Thanks a lot, next semester I'll be thirty five
I smacked him in his face with an eraser
Chased him with a stapler
Stapled his nuts to a stack of papers
Walked in the strip club, had my jacket zipped up
Flashed the bartender, then stuck my dick in the tip cup
Extraterrestrial, running over pedestrians in a space ship
While they screamin' at me
""Let's just be friends!""
Ninety-nine percent of my life I was lied to
I just found out my mom does more dope than I do
I told her I'd grow up to be a famous rapper
Make a record about doin' drugs and name it after her
You know you blew up when the women rush your stands
Try to touch your hands like some screamin' Usher fans
This guy at White Castle asked for my autograph
So I signed it
""Dear Dave, thanks for the support, asshole!""
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Stop the tape!
This kid needs to be locked away!
Dr. Dre, don't just stand there, operate!
I'm not ready to leave, it's too scary to die
I'll have to be carried inside the cemetery and buried alive
Am I comin' or goin'?
I can barely decide
I just drank a fifth of vodka
Dare me to drive?
All my life I was very deprived
I ain't had a woman in years and my palms are too hairy to hide
Clothes ripped like the Incredible Hulk
I spit when I talk, I'll fuck anything that walks
When I was little I used to get so hungry I would throw fits
How you gonna breast feed me, Mom? You ain't got no tits!
I lay awake and strap myself in the bed
With a bulletproof vest on and shoot myself in the head
I'm steamin' mad
And by the way when you see my dad?
Tell him that I slit his throat, in this dream I had
Hi!
My name is
What?
My name is
Who?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
What?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Who?
My name is
Huh?
My name is
Chika-chika
Slim Shady
Hi!
My name is
Huh?
My name is
Who?
My name is
Chika-chika
Slim Shady"
No Love,Eminem,"Don't hurt me, don't hurt me no more
Don't hurt me no more
(Don't hurt me, don't hurt me)
(No more)
Young Money
Yeah (no more)
Uh (love)
Throw dirt on me and grow a wildflower
But it's, ""Fuck the world"", get a child out her
Yeah, my life a bitch, but you know nothin' 'bout her
Been to hell and back, I can show you vouchers (love)
I'm rolling Sweets, I'm smokin' sour
Married to the game but she broke her vows
That's why my bars are full of broken bottles
And my night stands are full of open Bibles
Uh, I think about more than I forget
But I don't go around fire expecting not to sweat
And these people know I lay 'em down, make your bed
Bitches try to kick me while I'm down, I'll break your leg
Money outweighin' problems on a triple beam
I'm sticking to the script, you people skipping scenes
Uh, be good or be good at it
Fucking right, I've got my gun, semi-Cartermatic
Yeah, put a dick in their mouth, so I guess it's fuck what they say
I'm high as a bitch, up, up and away, man, I'll come down in a couple of days
Okay, you want me up in a cage, then I'll come out in beast mode
I got this world stuck in the safe, combination is the G-code
It's Weezy motherfucker, Blood gang and I'm in bleed mode
All about my dough but I don't even check the peephole
So you can keep knockin', but won't knock me down
No love lost, no love found
It's a little too late
To say that you're sorry now (yeah)
You kicked me when I was down
But what you say just don't (hurt me)
That's right, it don't (hurt me)
And I don't need you (no more)
Don't wanna see you (no more)
Ha, bitch, you get no (love)
You showed me nothing but hate
You ran me into the ground
But what comes around goes around (yeah)
And you don't (hurt me)
That's right, you don't (hurt me)
And I don't need you (no more)
Don't wanna see you
Ha, bitch, you get no love (no), no love (no)
No love (no), no love
Ha, bitch, you get no love (no), no love (no)
No love
And I don't need you (no more)
Get 'em
I'm alive again
More alive than I have been in my whole entire life
I can see these people's ears perk up as I begin to spaz with the pen
I'm a little bit sicker than most, shit's finna get thick again
They say the competition is stiff, but I get a hard dick from this shit
Now stick it in
I ain't never giving in again
Caution to the wind, complete freedom
Look at these rappers, how I treat 'em
So why the fuck would I join 'em when I beat 'em (yeah)
They call me a freak 'cause I like to spit on these pussies 'fore I eat 'em
Man get these whack cocksuckers off stage, where the fuck is Kanye when you need him?
Snatch the mic from him, bitch I'ma let you finish in a minute
Yeah, that rap was tight, but I'm 'bout to spit the greatest verse of all time
So you might wanna go back to the lab tonight and, um (yeah)
Scribble out them rhymes you were gonna spit
And start over from scratch and write new ones
But I'm afraid that it ain't gonna make no difference
When I rip this stage and tear it in half tonight
It's an adrenaline rush to feel the bass thump in the place
All the way to the parking lot, fellow
Set fire to the mic and ignite the crowd (yeah)
You can see the sparks from hot metal (yeah)
Cold-hearted, from the day I Bogarted the game
My soul started to rot, fellow (yeah)
When I'm not even in my harshest
You can still get roasted, 'cause Marsh is not mellow
'Til I'm topplin' from the top, I'm not gonna stop
I'm standin' on my Monopoly board (uh)
That means I'm on top of my game
And it don't stop 'til my hip don't hop anymore (shit)
When you're so good that you can't say it
'Cause it ain't even cool for you to sound cocky anymore (shit)
People just get sick 'cause you spit
These fools can't drool or dribble a drop anymore (ow)
And you can never break my stride (no)
You'll never slow the momentum at any moment
I'm 'bout to blow, you'll never take my pride
Killin' the flow, slow venom
Any opponent is gettin' no mercy, mark my words
Ain't lettin' up, relentless, I smell blood
I don't give a fuck, keep givin' them hell
Where was you when I fell and needed help up?
You get no love
It's a little too late
To say that you're sorry now (uh)
You kicked me when I was down
But what you say just don't (hurt me)
Yeah, that's right, it don't (hurt me)
And I don't need you (no more)
Don't wanna see you (no more)
Ha, bitch, you get no (love)
You showed me nothing but hate (yeah)
You ran me into the ground
But what comes around goes around (yeah)
And you don't (hurt me)
That's right, you don't (hurt me)
And I don't need you (no more)
Don't wanna see you (no more)
Ha, bitch, you get no love (no), no love (no)
No love (no), no love
Ha, bitch, you get no love (no), no love (no)
No love
And I don't need you (no more)
Ha, bitch, you get no (love)"
Shake that,Eminem,"Shady, Aftermath
There she goes shaking that ass on the floor
Bumpin' and grindin' that pole
The way she's grindin' that pole
I think I'm losing control
Get buzzed, get drunk, get crunked, get fuucked up
Hit the strip club don't forget ones get your dick rubbed
Get fucked, get sucked, get wasted, shit faceted
Pasted, blasted, puke drink up, get a new drink
Hit the bathroom sink, throw up
Wipe your shoe clean, got a routine
Knowin' still got a few chunks on them shoestrings
Showin I was dehydrated till the beat vibrated
I was revibed as soon as this bitch gyrated
And hips and licked them lips and that was it
I had to get nate dogg here to sing some shit
Two to the one from the one to the three
I like good pussy and I like good trees
Smoke so much weed you wouldn't believe
And I get more ass than a toilet seat
Three to the one from the one to the three
I met a bad bitch last night in the D
Let me tell you how I made her leave with me
Conversation and Hennessey
I've been to the motherfuckin' mountain top
Heard motherfuckers talk, seen em drop
If I ain't got a weapon I'ma pick up a rock
And when I bust yo ass I'm gon' continue to rock
Getcha ass of the wall with your two left feet
It's real easy just follow the beat
Don't let that fly girl pass you by
Look real close 'cause strobe lights lie
We 'bout to have a party (turn the music up)
Let's get it started (go head shake your butt)
I'm lookin' for a girl with a body and a sexy strut
Wanna get it poppin' baby step right up
Some girls they act retarded
Some girls are 'bout it 'bout it
I'm lookin' for a girl that will do whatever the fuck
I say everyday she be givin' it up
Shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
Ohh girl, shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
I'm a menace, a dentist, an oral hygienist
Open your mouth for about four or five minutes
Take a little bit of this fluoride rinse
Swish but don't spit it, swallow and I'll finish
Yeah me and nate d-o double g
Looking for a couple bitches with some double d's
Pop a little champagne and a couple e's
Slip it in her bubbley, we finna finna have a party
Have a party (turn the music up)
Let's get it started (go head shake your butt)
I'm lookin' for a girl I can fuck in my hummer truck
Apple bottom jeans and a big ol butt
Some girls they act retarded
Some girls are 'bout it 'bout it
I want a bitch that sit at the crib with no panties on
Knows that she can, but she won't say no
Now look at this lady all in front of me, sexy as can be
Tonight I want a slut, would you be mine?
Heard you was freaky from a friend of mine
Now I'ma hope you don't get mad at me
But I told nate you was a freak
He said he wants a slut, hope you don't mind
I told him how you like it from behind
Shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
Ohh girl, shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
We 'bout to have a party (turn the music up)
Let's get it started (go head shake your butt)
I'm lookin' for a girl with a body and a sexy strut
Wanna get it poppin' baby step right up
Some girls they act retarded
Some girls are 'bout it 'bout it
I'm lookin' for a girl that will do whatever the fuck
I say everyday she be givin' it up
There she goes, shaking that ass on the floor
Bumpin' and grindin' that pole
The way she's grindin' that pole
I think I'm losing control
C'mon, I ain't leaving without you, bitch, c'mon with me
And my boy, and this boy, and this boy and his girl... nate dogg"
Discombobulated,Eminem,"Oh, ayo, Dre
I'm discombobulated
Let's take 'em back (accents)
In time (everything's all fucked up)
I'm discombobulated, discombobulated
Miss, you ovulating? Wait, I didn't mean to
Piss you off, my lady, what I really meant to say is
It goes a little something like this
Soon as I'm through with the Unisom I'ma hit the snooze alarm
Before I lose my mind, who am I gonna use it on?
Utilizing this tool, I will execute a line
Like what I tried to do one time in my youth when I euthanized
My poodle in junior high, used to hide in my room and fly
To the moon and try suicide with the glue from my school supplies
Then Proof, Denaun
Eye-Kyu and I would climb in that hooptie to ride to Drew's and rhyme
Bodied Saint Andrew's Hall too many times to count
Before I tear up The Shelter, give my dawgs a pound
Now I'm 'bout to treat all of you rappers noggins how
Dre does every time he goes back to Compton now
'Cause every so often I'll visit my old stomping grounds
And Doc's in the house, so you know the bong is out
Room is spinning like nine-hundred-thousand miles an hour
Forgot what I'm talkin' 'bout, fuck, I'm discombobulated
Now up is down, left is right
Day is night now, in is out, black is white
So to-and-fro and side-to-side
Am I coming or going? Man, I can't decide
'Cause back is forth now and stop means go
No means yes, but yes don't mean no
So, baby, please, take off your clothes
(No!) Yes! (No!) Yes! (No!) No! (Yes!) Oh! (Oh!), yeah
Just flew the coop, the cops are in hot pursuit
But the day they catch me is the day 50'll call a truce
And quash the feud with him and Ja and Ja'll actually spit a bar
That's not from a Dr. Seuss book and they'll start a group (haha)
Fuck it, I'm a kook, I know I got a screw
And a couple of marbles loose, brain is like ramen soup
Shout to Trugoy, gotta give a De La salute
'Cause my noodle's in a knot, call it pasta noose (yeah)
Wizard of ahs and oohs
Same Marshall Bruce in that battle who lost to Juice
Who also used to sound like Nas on ""Live at the Barbeque""
Now I got the juice, wouldn't beef if I was you
Like, au jus, but beef, if like
""I was you, "" but, like, ah, fuck you (man)
Long as I got these walls and these hallways I'm always
Have someone to argue with
I'm just all twisted, I'm discombobulated, man
Now up is down, left is right
Day is night now, in is out, black is white
So to-and-fro and side-to-side
Am I coming or going? Man, I can't decide
'Cause back is forth now and stop means go
No means yes, but yes don't mean no
So, baby, please, take off your clothes
(No!) Yes! (No!) Yes! (No!) No! (Yes!) Oh! (Oh!)
I'm at my best when I'm at my worst
And for that I'm blessed, so every time I rap I curse
And that's why press, I usually get attacked by first
They're at my neck like motherfucking vampires
So critics si-day I si-day the same shi-dit, I'm always degrading, little bi-ditch
Well, fi-duck 'em, they can si-duck my di-dick when I'm taking a shi-dit
Mid-y middle fid-inger is ex-tid-ended now, should I tell 'em where to put it?
I'm si-do fed up with it, they ask me dumb shi-dit
So I act like I'm on a kayak with my back to Niagara
No life jacket, man, I had like six psychiatrists, scientists
Misdiagnose me with plaque psoriasis 'cause I asked 'em, ""Why is it
My eye itches?"" so they gave me some diet tips
And Viagra with side effects, I might end up growing spiderwebs
In my head and dying a horrifying death, on my final breath
I will tell you, apply your lips to my dick, it's one size that fits
I just took an AIDS test and the doctor said to think positive, what the fuck?
Now up is down, left is right
Day is night now, in is out, black is white
So to-and-fro and side-to-side
Am I coming or going? Man, I can't decide
'Cause back is forth now and stop means go
No means yes, but yes don't mean no
So, baby, please, take off your clothes
(No!) Yes! (No!) Yes! (No!) No! (Yes!) Oh! (Oh!)
Haha, yeah
Dr. Dre
Black Bethoven
S1
2050, haha
We're out"
Superman,Eminem,"Mhmm
You high baby?
Yeah
Yeah? (Hahaha)
Talk to me
You want me to tell you somethin'?
Uh-huh
I know what you wanna hear
'Cause I know you want me, baby
I think I want you too
(I think I love you, baby)
I think I love you too
I'm here to save you girl
Come be in Shady's world
I wanna grow together
Let's let our love unfurl
You know you want me, baby
You know I want you too
They call me Superman
I'm here to rescue you
I wanna save you, girl
Come be in Shady's world
(Ooh boy, you drive me crazy)
Bitch, you make me hurl
They call me Superman
Leap tall hoes in a single bound
I'm single now, got no ring on this finger now
I'll never let another chick bring me down
In a relationship, save it bitch
Babysit? You make me sick
Superman ain't savin' shit
Girl, you can jump on Shady's dick
Straight from the hip, cut to the chase
I'll tell a mo'fuckin' slut to her face
Play no games, say no names
Ever since I broke up with what's her face
I'm a different man, kiss my ass
Kiss my lips, bitch why ask?
Kiss my dick, hit my cash
I'd rather have you whip my ass
Don't put out? I'll put you out
Won't get out? I'll push you out
Puss blew out, poppin' shit
Wouldn't piss on fire to put you out
Am I too nice? Buy you ice?
Bitch, if you died, wouldn't buy you life
What you tryin' to be, my new wife?
What you Mariah? Fly through twice
But I do know one thing though
Bitches they come, they go
Saturday through Sunday, Monday
Monday through Sunday, yo
Maybe I'll love you one day
Maybe we'll someday grow
'Til then just sit your drunk ass
On that fuckin' runway, hoe
'Cause I can't be your Superman
Can't be your Superman
Can't be your Superman
Can't be your Superman
I can't be your Superman
Can't be your Superman
Can't be your Superman
Your Superman, your Superman
Don't get me wrong, I love these hoes
It's no secret everybody knows
Yeah, we fucked, bitch, so what?
That's about as far as your buddy goes
We'll be friends I'll call you again
I'll chase you around every bar you attend
You'll never know what kind of car I'll be in
We'll see how much you'll be partying then
You don't want that, neither do I
I don't wanna flip when I see you with guys
Too much pride between you and I
Not a jealous man, but females lie
But I guess that's just what sluts do
How could it ever be just us two?
I never loved you enough to trust you
We just met and I just fucked you
But I do know one thing though
Bitches they come they go
Saturday through Sunday, Monday
Monday through Sunday, yo
Maybe I'll love you one day
Maybe we'll someday grow
'Til then just sit your drunk ass
On that fuckin' runway, hoe
I know you want me, baby
I think I want you too
(I think I love you, baby)
I think I love you too
I'm here to save you girl
Come be in Shady's world
I wanna grow together
Let's let our love unfurl
You know you want me, baby
You know I want you too
They call me Superman
I'm here to rescue you
I wanna save you girl
Come be in Shady's world
(Ooh boy, you drive me crazy)
Bitch, you make me hurl
First thing you said
I'm not fazed
I hang around big stars all day
I don't see what the big deal is anyway
You're just plain ol' Marshall to me
Ooh yeah, girl, run that game
Hailie Jade? I love that name
Love that tattoo, what's that say?
Rot In Pieces?
Uh, that's great
First off you don't know Marshall
At all, so don't grow partial
That's ammo for my arsenal
I'll slap you off that bar stool
There goes another lawsuit
Leave handprints all across you
Good Lordy-wody, you must be gone off that water bottle
You want what you can't have
Ooh girl, that's too damn bad
Don't touch what you can't grab
End up with two backhands
Put Anthrax on a Tampax
And slap you 'til you can't stand
Girl, you just blew your chance
Don't mean to ruin your plans
But I do know one thing though
Bitches they come they go
Saturday through Sunday, Monday
Monday through Sunday, yo
Maybe I'll love you one day
Maybe we'll someday grow
'Til then just sit your drunk ass
On that fuckin' runway, hoe
I know you want me, baby
I think I want you too
(I think I love you, baby)
I think I love you too
I'm here to save you, girl
Come be in Shady's world
I wanna grow together
Let's let our love unfurl
You know you want me, baby
You know I want you too
They call me Superman
I'm here to rescue you
I wanna save you girl
Come be in Shady's world
(Ooh boy, you drive me crazy)
Bitch, you make me hurl
'Cause I can't be your Superman
Can't be your Superman
Can't be your Superman
Can't be your Superman
I can't be your Superman
Can't be your Superman
Can't be your Superman
Your Superman, your Superman
'Cause I can't be your Superman
Can't be your Superman
Can't be your Superman
Can't be your Superman
I can't be your Superman
Can't be your Superman
Can't be your Superman
Your Superman, your Superman"
Rumah Singgah,Fabio Asher,"Saat hatimu terluka
Akulah yang menemanimu
Membasuh air matamu
Namun, mengapa ketika
Hatimu t'lah tersenyum lagi
Aku yang kaulupa?
Tak sadarkah selama ini
Ku juga s'lalu menginginkanmu?
Mengapa sulit
Untuk ku bisa miliki hatimu?
Bahkan s'lama ini
Hadirku tak berharga untukmu
Yang terjadi kini
Ku hanya rumah persinggahanmu di saat kau terluka
Dan di saat semuanya reda
Kau menghilang begitu saja
Jika memang ini tak ada harapan
Mengapa aku yang harus jadi tujuan?
Saat hatimu terluka, aku yang jadi obatnya
Tanpa pernah kauhargai cinta dan kasih yang setulus ini
Mengapa sulit
Mengapa sulit
Untuk ku bisa miliki hatimu?
Bahkan s'lama ini
Hadirku tak berharga untukmu, ho-ho-ho
Yang terjadi kini
Ku hanya rumah persinggahanmu di saat kau terluka
Dan di saat semuanya reda
Kau menghilang begitu saja
Dan di saat semuanya reda
Kau menghilang begitu saja"
Hati Lain Di Hatimu,"Fabio Asher
","Mungkin salahku yang telah memilihmu
Bahkan aku yang bodoh tlah percayaimu
Ternyata benar kata mreka tentangmu
Maumu ada hati lain di hatimu
Awalnya ku bisa bertahan hm
Namun perlahan ku tak tahan
Biar aku yang mengalah
Aku saja yang terluka
Ku tak ingin yang kedua
Ku tak sekuat kaukira
Biar hatiku yang kalah
Bahagia dengannya
Lepaskan saja diriku
Ku tak apa jika kau bahagia
Ternyata benar kata mreka tentangmu
Maumu ada hati lain di hatimu
Awalnya ku bisa bertahan ho
Namun perlahan ku tak tahan
Biar aku yang mengalah
Aku saja yang terluka
Ku tak ingin yang kedua
Ku tak sekuat kaukira
Biar hatiku yang kalah
Bahagia dengannya
Lepaskan saja diriku
Ku tak apa jika kau bahagia
Ku tlah berikan semua
Yang ada di hidupku
Namun kau tak pernah bisa
Jadi satu untukku
Kini biar ku yang pergi
Bila hatiku bukan yang kau mau
Lepaskan aku
Biar aku yang mengalah
Aku saja yang terluka
Ku tak ingin yang kedua
Ku tak sekuat kaukira
Biar hatiku yang kalah
Bahagia dengannya
Lepaskan saja diriku
Ku tak apa jika kau bahagia
Oh
Hu
Ku tak apa jika kau bahagia
"
Sumpah Mati,Five Minutes,"Jangan pernah ada
Pertengkaran lagi
Antara diriku
Dan dirimu
Jangan pernah lagi (hu hu u hu)
Cemburu padaku
Yang harus kau tau
Sesungguhnya
Sumpah mati aku cinta
Cinta kepadamu hanya dirimu
Sungguh ku bisa gila bila tanpamu u hu u
Jangan pernah lagi (u hu u)
Kau marah padaku
Yang harus kau tau
Sesungguhnya
Sumpah mati aku cinta
Cinta kepadamu hanya dirimu
Sungguh ku bisa gila bila tanpamu u hu u
Jangan pernah lagi (u hu u)
Cemburu padaku
Yang harus kau tau
Sesungguhnya
Sumpah mati aku cinta
Cinta kepadamu hanya dirimu
Sungguh ku bisa gila bila tanpamu u hu u
Sumpah mati aku cinta
Cinta kepadamu hanya dirimu
Sungguh ku bisa gila bila tanpamu u hu u"
Semakin Ku Kejar Semakin Kau Jauh,Five Minutes,"Bila mungkin kau lihat aku menanti dirimu
Bila mungkin dirimu ada di samping diriku
Bilakah jadi milikku
Mungkinkah jadi milikku
Ho semakin ku kejar semakin kau jauh
Tak pernah letih tuk dapatkanmu
Terus berlari namun ku takut terjatuh lagi
Tak ingin lagi membuat ku perih
Sadarkan aku dari mimpiku
Oh mungkinkah dirinya ada di depan mataku
Bila mungkin terjadi pasti itu hanya mimpi
Mungkinkah jadi milikku ho
Semakin ku kejar semakin kau jauh
Tak pernah letih tuk dapatkanmu
Terus berlari namun ku takut terjatuh lagi
Tak ingin lagi membuat ku perih
Sadarkan aku dari mimpiku
Bilakah jadi milikku
Mungkinkah jadi milikku
Ho semakin ku kejar semakin kau jauh
Tak pernah letih tuk dapatkanmu
Terus berlari namun ku takut terjatuh lagi
Semakin ku kejar semakin kau jauh
Tak pernah letih tuk dapatkanmu
Terus berlari namun ku takut terjatuh lagi
Tak ingin lagi membuat ku perih
Sadarkan aku dari mimpiku
Hou wo o o
Hou wo o o
Hou wo o o
"
Romansa Ke Masa Depan,Glenn Fredly,"Denganmu takkan pernah habis waktu
Semua gelombang rasa hanya denganmu
Denganmu romansa tetap menggebu
Percikan awal pesona, engkau terindah
Tetaplah mewangi
(Memori) Semuanya kembali ke masa depan
Engkau dan aku akan selalu menyatu
Takkan pernah tergantikan
Kisah kita 'kan tetap abadi
Denganmu romansa tetap menggebu (menggebu-gebu)
Percikan awal pesona, oh, engkau terindah, yeah
Abadi, tetaplah mewangi
(Memori) Oh, semuanya kembali ke masa depan, ho-uh
Engkau dan aku akan selalu menyatu
Takkan pernah tergantikan
Kisah kita 'kan tetap abadi
Engkau dan aku akan selalu menyatu
Takkan pernah tergantikan
Kisah kita 'kan tetap abadi selama-lamanya
Engkau dan aku (engkau dan aku) akan selalu menyatu
(Takkan pernah) Takkan pernah tergantikan
Kisah kita 'kan tetap abadi, yea-yeah
Engkau dan aku akan selalu menyatu
Takkan pernah tergantikan
Kisah kita 'kan tetap abadi selama-lamanya
Hu-uu
Hu-uu
Selama-lamanya"
Masih Disini Masih Denganmu,Goliath,"Ku pergi hanya sebentar saja
Bukannya untuk menjauhimu
Mencoba 'tuk cari bagaimana
Baiknya untuk berdua

Setelah kuputuskan kembali
Ku pulang mencarimu kekasih
Tetapi kau bukan dirimu lagi
Kau telah jauh berubah
Apakah kau sudah temukan yang baru?

Reff:
Tolong jangan kau katakan
Kau sudah
Jangan-jangan kau fikirkan egomu saja
Aku masih di sini
Biar kau tahu betapa sulitnya
Ku selama ini cintai kamu
Aku masih denganmu

Cobalah kau ingat kembali
Masa-masa indah denganku
Dan jujur apakah semua kini sudah terlambat
Ataukah kau sudah temukan yang baru?"
